id,cacheDate,name,owner,salePrice,studFee,age,gender,breed,imperfectTraitsScore,totalTraitDeviancy,scoreBodyType,scoreBodySize,scoreHeadShape,scoreEars,scoreNoseLength,scoreEyeShape,scoreEyeColor,scoreCoat,scoreColor,scoreTail,scoreLegs,bodyType,bodySize,headShape,earSize,earCurl,noseLength,eyeShape,eyeColor,eyeDepth,tail,legs,coatLength,coatTexture,coatBaseColor,coatBicolor,coatTabbyPattern,coatAlbino,coatGhostMarking,coatRufused,coatGolden,coatSilver,coatSmoke,showPoints,ageOfMostRecentOffspring,ableToGetPregnant,fullness,health,coatCondition,activeness,attitude,mood
2011013,2022-12-28,Stray Sinyoa of Esja,Almalexia | Tigraunda Revival (#70878),100,0,36,female,mixed breed,7,22.5,-3.5,-2.0,1.0,2.5,-3.5,-7.0,3,0,0,0,0,8.5,15.0,13.0,16.5,folded,15.5,11.0,green,medium,normal,normal,shorthair,,black,bicolor,mackerel tabby,,False,False,False,False,False,0,19,True,99.99,85.99,60.80,19.00,76.43,50.00
2007894,2022-12-28,#2007894,Rescue Shelter,200,0,44,female,mixed breed,7,22.5,-3.0,0.5,1.5,-4.0,-5.5,-5.0,3,0,0,0,0,9.0,17.5,13.5,11.0,straight,13.5,13.0,orange,pale,normal,normal,shorthair,,black,bicolor,,,False,False,False,True,False,0,0,True,99.99,5.00,9.00,11.00,53.99,90.00
2007896,2022-12-28,#2007896,Rescue Shelter,200,0,44,female,mixed breed,7,22.5,-2.5,0.5,2.0,-4.5,-5.5,-4.5,3,0,0,0,0,9.5,17.5,14.0,10.5,straight,13.5,13.5,blue,pale,normal,normal,shorthair,,seal,,ticked tabby,point,False,True,True,False,False,0,0,True,99.99,4.00,9.00,15.00,92.99,90.00
2004062,2022-12-28,#Gigi for GD Batpotion,Rescue Shelter,200,0,62,female,mixed breed,7,22.5,-1.5,1.0,2.0,-4.5,-5.5,-5.0,3,0,0,0,0,10.5,18.0,14.0,10.5,straight,13.5,13.0,yellow,pale,normal,normal,shorthair,,black,bicolor,ticked tabby,,False,False,False,False,False,0,43,True,99.99,3.50,9.00,18.00,51.96,96.00
2012033,2022-12-28,#2012033,Pip! (#269060),40,0,26,female,mixed breed,8,22.5,1.5,-1.0,-1.0,-4.0,-5.0,-6.0,2,2,0,0,0,13.5,16.0,11.0,11.0,straight,14.0,12.0,blue,deep,normal,normal,longhair,,black,harlequin,,,False,False,False,False,True,0,0,True,54.99,88.99,8.50,40.00,77.00,52.00
2007193,2022-12-28,#Ticky,Little Bunny 3 (#268197),100,0,49,female,mixed breed,8,22.5,-2.5,-2.0,-1.0,-6.0,-4.5,-3.5,2,0,0,0,1,9.5,15.0,11.0,10.0,folded,14.5,14.5,bronze,deep,normal,short (Munchkin),shorthair,,chocolate,,ticked tabby,,False,False,False,False,False,0,0,True,4.99,3.99,48.50,33.20,99.99,78.00
2010573,2022-12-28,Little Oreo,Rescue Shelter,200,0,33,female,mixed breed,8,22.5,3.5,-3.5,-2.0,0.0,-5.0,-2.5,3,2,0,0,1,15.5,13.5,10.0,15.0,straight,14.0,15.5,blue,pale,normal,short (Munchkin),longhair,wirehair,natural,harlequin,,mink,False,False,False,False,False,0,0,True,99.99,9.99,6.00,76.00,82.00,74.00
2013822,2022-12-28,#2013822,Pip! (#269060),40,0,18,female,mixed breed,7,23.0,2.0,-2.5,-0.5,-2.0,-5.5,-7.5,3,0,0,0,0,14.0,14.5,11.5,13.0,straight,13.5,10.5,bronze,medium,normal,normal,shorthair,,blue,harlequin,,,False,False,False,False,True,0,0,True,54.99,91.99,52.69,31.00,99.99,52.00
2013794,2022-12-28,#2013794,CCeline's Mew (#171351),50,0,19,female,mixed breed,8,23.0,3.0,-2.5,2.0,-1.0,-5.5,-4.0,3,2,0,0,0,15.0,14.5,14.0,14.0,straight,13.5,14.0,green,medium,normal,normal,longhair,,black,bicolor,mackerel tabby,,False,False,False,True,False,0,0,True,94.99,86.24,0.00,62.00,87.96,50.00
2005194,2022-12-28,#2005194,Pizza_Kitties - Sales (#88179),50,0,57,female,mixed breed,8,23.0,0.5,-4.0,0.0,-5.0,-6.5,-2.0,2,2,0,0,1,12.5,13.0,12.0,10.0,straight,12.5,16.0,yellow-green,deep,normal,short (Munchkin),longhair,wirehair,chocolate,bicolor,spotted tabby,,False,False,False,True,False,0,0,True,99.99,75.99,0.00,83.00,87.73,50.00
2015466,2022-12-28,#2015466,Rahkali (#269527),100,0,10,female,mixed breed,7,23.5,-3.0,-2.5,0.0,-2.0,-6.5,-5.5,2,2,0,0,0,9.0,14.5,12.0,13.0,straight,12.5,12.5,grey-green,deep,normal,normal,longhair,,black,bicolor,,,False,False,False,False,True,0,0,False,94.99,98.99,25.40,22.00,99.95,50.00
2015200,2022-12-28,#2015200,Almalexia | Tigraunda Revival (#70878),100,0,12,female,mixed breed,7,23.5,-4.5,-1.0,0.5,-3.0,-5.0,-6.5,3,0,0,0,0,7.5,16.0,12.5,12.0,straight,14.0,11.5,green,medium,normal,normal,shorthair,,black,,,,False,False,False,True,False,0,0,True,99.99,87.77,59.00,54.00,98.92,50.00
2007895,2022-12-28,#Northumbria,Rescue Shelter,200,0,44,female,mixed breed,7,23.5,-3.0,1.0,1.5,-4.5,-5.5,-5.0,3,0,0,0,0,9.0,18.0,13.5,10.5,straight,13.5,13.0,blue,medium,normal,normal,shorthair,,seal,,ticked tabby,point,False,True,True,False,False,0,0,True,99.99,4.00,9.00,12.00,83.99,90.00
2012731,2022-12-28,﴾Chant﴿ Solar Danee of Fantasy,SnowyRina167 (#269419),1,0,22,female,mixed breed,8,23.5,0.5,-3.0,0.0,-3.0,-7.0,-4.0,3,2,0,1,0,12.5,14.0,12.0,12.0,straight,12.0,14.0,blue,medium,short (bobtail),normal,shorthair,LaPerm,seal,bicolor,classic tabby,point,False,False,False,True,False,0,0,True,14.99,15.99,0.00,71.00,98.98,60.00
2011551,2022-12-28,Orangine,SnowyRina167 (#269419),1,0,29,female,mixed breed,7,24.0,-4.5,1.0,0.0,-3.0,-7.0,-4.5,2,2,0,0,0,7.5,18.0,12.0,12.0,straight,12.0,13.5,hazel,deep,normal,normal,longhair,,cinnamon,bicolor,,,False,False,False,False,True,0,0,True,14.99,3.99,0.00,44.00,99.90,61.00
2011679,2022-12-28,Stubby Bro Heaven Daria -6,Nykkei GN's other account (#41511),50,0,29,female,mixed breed,7,24.0,-4.0,-2.0,0.5,-6.0,-7.0,-1.5,3,0,0,0,0,8.0,15.0,12.5,10.0,folded,12.0,16.5,bronze-olive,medium,normal,normal,shorthair,,black,bicolor,mackerel tabby,,False,True,True,False,False,0,0,True,94.99,91.00,42.00,29.00,71.78,50.00
2017658,2022-12-28,Caramba Aydin of the North,~*~Caramba's~*~ Mixed place (#72386),50,0,40,female,mixed breed,7,24.0,-3.0,-2.5,-2.5,-3.5,-10.0,-0.5,2,0,0,0,0,9.0,14.5,9.5,11.5,straight,9.0,17.5,yellow,deep,normal,normal,shorthair,,black,bicolor,mackerel tabby,,False,False,False,True,False,0,0,True,99.99,99.99,99.99,15.00,45.99,42.00
2012733,2022-12-28,﴾Chant﴿  Simply Nai Eclipsehunter,SnowyRina167 (#269419),1,0,22,female,mixed breed,8,24.0,0.5,-3.0,0.0,-4.0,-7.5,-4.0,2,2,0,1,0,12.5,14.0,12.0,12.0,folded,11.5,14.0,blue,deep,short (bobtail),normal,shorthair,wirehair,natural,mitted,classic tabby,mink,False,False,False,True,False,0,0,True,14.99,3.99,0.00,74.00,97.98,60.00
2011680,2022-12-28,Stubby Bro Heaven Diana -5,Nykkei GN's other account (#41511),50,0,29,female,mixed breed,8,24.0,-3.5,-2.0,0.5,-5.0,-7.0,-2.0,3,0,0,1,0,8.5,15.0,12.5,10.0,straight,12.0,16.0,bronze-olive,medium,none (tailless),normal,shorthair,,black,bicolor,spotted tabby,,False,True,True,False,False,0,0,True,94.99,93.00,42.00,26.00,74.78,50.00
2017021,2022-12-28,Celestial Charming Isabelle,NorthAtlanticCats Kisa (#5154),50,0,66,female,mixed breed,8,24.0,1.0,-5.5,-4.5,-1.0,-3.0,-5.0,3,0,0,1,0,13.0,11.5,7.5,14.0,straight,16.0,13.0,bronze,medium,none (tailless),normal,shorthair,,black,,ticked tabby,,False,False,False,True,False,0,0,True,99.99,99.99,99.99,80.00,15.97,43.00
2013587,2022-12-28,#2013587,Almalexia | Tigraunda Revival (#70878),100,0,20,female,mixed breed,8,24.0,-4.0,-2.0,1.0,-2.5,-5.5,-6.0,2,0,0,1,0,8.0,15.0,13.0,12.5,straight,13.5,12.0,aqua,deep,short (bobtail),normal,shorthair,,blue,bicolor,spotted tabby,,False,False,False,True,False,0,0,True,99.99,89.77,0.00,50.00,96.88,50.00
2004516,2022-12-28,#C4T Cindy,Rescue Shelter,200,0,58,female,mixed breed,8,24.0,-4.5,1.0,1.0,-2.5,-5.5,-4.5,3,2,0,0,0,7.5,18.0,13.0,12.5,straight,13.5,13.5,grey-green,medium,normal,normal,longhair,,natural,,,mink,False,False,False,False,True,0,42,True,99.99,48.99,0.00,51.00,99.78,74.00
2007640,2022-12-28,#Nicki,CinnamonFawnCats13  (#222218),1,0,46,female,mixed breed,8,24.5,-5.0,1.0,1.0,-3.0,-6.0,-4.5,2,2,0,0,0,7.0,18.0,13.0,12.0,straight,13.0,13.5,blue,deep,normal,normal,longhair,rex I,seal,bicolor,,point,True,False,False,False,True,0,0,True,99.99,73.92,0.00,37.00,99.86,50.00
2013901,2022-12-28,#Peach Sunrise,Cloudy Cattery Ragdolls (#267820),300,0,18,female,mixed breed,8,24.5,-5.0,1.0,1.0,-3.0,-6.0,-4.5,2,2,0,0,0,7.0,18.0,13.0,12.0,straight,13.0,13.5,blue,deep,normal,normal,longhair,,fawn,bicolor,mackerel tabby,point,True,True,False,False,False,0,0,True,89.99,84.99,86.59,45.50,99.99,53.00
2014711,2022-12-28,#2014711 Arabian Shorthair/Chartreux/Mei Mao/Morgan Mini/Paix Evol,katiegoesmew - Weird Ones (#123803),50,0,15,female,mixed breed,6,25.0,-3.5,-6.0,0.0,-3.0,-7.0,-3.5,2,0,0,0,0,8.5,11.0,12.0,12.0,straight,12.0,14.5,yellow,deep,normal,normal,shorthair,,blue,,,,False,False,False,False,True,0,0,True,99.99,99.99,0.00,69.00,97.89,50.00
2014713,2022-12-28,#2014713 Pocket Cat,katiegoesmew - Weird Ones (#123803),50,0,15,female,mixed breed,7,25.0,-3.0,-6.5,-0.5,-3.0,-7.0,-3.0,2,0,0,0,0,9.0,10.5,11.5,12.0,straight,12.0,15.0,yellow,deep,normal,normal,shorthair,,black,,,,False,False,False,False,True,0,0,True,99.99,99.99,0.00,70.00,97.89,50.00
2015586,2022-12-28,#South Shady -stray,Mezzmeric's Feline Fiasco (#26989),1,0,30,female,mixed breed,8,25.0,-1.5,-6.0,3.5,0.5,-9.0,-0.5,2,2,0,0,0,10.5,11.0,15.5,15.5,straight,10.0,17.5,bronze,deep,normal,normal,shorthair,rex III wirehair,chocolate,bicolor,,,False,False,False,True,False,0,0,True,99.99,99.99,97.99,15.00,74.84,49.00
2016658,2022-12-28,﴾Chant﴿ Josy Sugar {Stray},Chant’s ℂ✩ Neverending Studio Projects (#19181),1,0,46,female,mixed breed,8,25.0,2.0,-5.5,0.5,-5.0,-3.5,-3.5,3,2,0,0,0,14.0,11.5,12.5,10.0,straight,15.5,14.5,brown,pale,normal,normal,shorthair,satin wirehair,black,bicolor,spotted tabby,,False,False,False,False,False,0,0,True,99.99,99.99,47.00,24.00,63.96,58.00
2006112,2022-12-28,#2006112,Almalexia | Tigraunda Revival (#70878),100,0,53,female,mixed breed,8,25.0,-3.0,-2.5,1.5,-2.5,-5.0,-7.5,2,0,0,1,0,9.0,14.5,13.5,12.5,straight,14.0,10.5,yellow-green,deep,short (bobtail),normal,shorthair,,blue,bicolor,classic tabby,,False,False,False,False,False,0,0,True,99.99,81.91,0.00,52.00,93.70,50.00
2013413,2022-12-28,#Coated Peach,ExistingCuzWhyNot (#267759),100,0,21,female,mixed breed,9,25.0,-3.5,-0.5,-1.0,-2.0,-7.0,-5.0,3,2,0,0,1,8.5,16.5,11.0,13.0,straight,12.0,13.0,grey-green,pale,normal,short (Munchkin),longhair,,natural,bicolor,ticked tabby,mink,False,False,False,False,False,0,0,True,4.99,5.99,30.00,2.00,99.99,64.00
2014710,2022-12-28,#2014710 Arabian Shorthair,katiegoesmew - Weird Ones (#123803),50,0,15,female,mixed breed,6,25.5,-3.0,-6.5,0.0,-2.5,-7.0,-3.5,3,0,0,0,0,9.0,10.5,12.0,12.5,straight,12.0,14.5,yellow-green,medium,normal,normal,shorthair,,blue,,classic tabby,,False,False,False,True,False,0,0,True,99.99,99.99,0.00,68.00,97.89,50.00
2017066,2022-12-28,#Gloria of Joy -stray,Mezzmeric's Feline Fiasco (#26989),1,0,52,female,mixed breed,7,25.5,1.0,-5.5,-4.5,3.5,-2.0,-7.0,2,0,0,0,0,13.0,11.5,7.5,17.5,folded,17.0,11.0,bronze,deep,normal,normal,shorthair,,chocolate,bicolor,mackerel tabby,,False,False,False,False,False,0,0,True,99.99,99.99,62.00,47.00,19.97,50.00
2010206,2022-12-28,Smokie,Rescue Shelter,200,0,35,female,mixed breed,7,25.5,0.0,-1.5,-0.5,-6.5,-6.0,-6.0,3,2,0,0,0,12.0,15.5,11.5,8.5,straight,13.0,12.0,hazel,medium,normal,normal,longhair,,black,,,,False,False,False,False,True,0,0,True,99.99,10.87,0.00,20.55,91.90,76.00
2016763,2022-12-28,#Sugarwind (Stray),"Embers - Andromedas, Bohemian Rhapsodies (#136373)",100,0,13,female,mixed breed,8,25.5,-2.5,-7.5,-3.0,-4.0,-1.5,-2.0,3,2,0,0,0,9.5,9.5,9.0,11.0,straight,17.5,16.0,grey-brown,pale,normal,normal,shorthair,LaPerm,black,,,,False,False,False,True,False,0,0,True,99.99,99.99,49.00,67.00,37.95,50.00
2011417,2022-12-28,#2011417,Pizza_Kitties - Sales (#88179),50,0,29,female,mixed breed,9,25.5,2.5,-4.5,-2.5,-1.0,-3.5,-6.5,2,2,0,1,0,14.5,12.5,9.5,14.0,straight,15.5,11.5,hazel,deep,short (bobtail),normal,shorthair,wirehair,black,,,,False,False,False,False,True,0,0,True,99.99,87.99,0.00,61.00,99.82,50.00
2004586,2022-12-28,#2004586,Almalexia | Tigraunda Revival (#70878),100,0,58,female,mixed breed,9,25.5,-2.0,-2.5,0.5,-3.0,-5.5,-7.0,2,2,0,1,0,10.0,14.5,12.5,12.0,straight,13.5,11.0,bronze,deep,short (bobtail),normal,longhair,,blue,bicolor,spotted tabby,,False,False,False,True,False,0,0,True,99.99,79.24,0.00,57.00,96.68,50.00
2017059,2022-12-28,#Kinley Zara Chess -stray,Mezzmeric's Feline Fiasco (#26989),1,0,26,female,mixed breed,7,26.0,2.0,-2.0,-1.5,2.0,-8.0,-8.5,2,0,0,0,0,14.0,15.0,10.5,16.0,folded,11.0,9.5,yellow,deep,normal,normal,shorthair,,chocolate,bicolor,ticked tabby,,False,False,False,True,False,0,0,True,99.99,99.99,85.00,13.00,51.97,50.00
2006403,2022-12-28,Fräulein Katzengold,SnowyRina167 (#269419),1,0,50,female,mixed breed,7,26.0,0.5,-8.0,1.0,-3.0,-7.5,-4.0,2,0,0,0,0,12.5,9.0,13.0,12.0,straight,11.5,14.0,grey-green,deep,normal,normal,shorthair,,blue,bicolor,,,False,False,False,False,True,0,0,True,14.99,5.99,0.00,41.00,80.00,91.00
2012536,2022-12-28,#2012536,Almalexia | Tigraunda Revival (#70878),100,0,23,female,mixed breed,7,26.0,-3.5,-2.0,1.0,-4.0,-6.0,-7.5,2,0,0,0,0,8.5,15.0,13.0,11.0,straight,13.0,10.5,aqua,deep,normal,normal,shorthair,,black,bicolor,,,False,False,False,True,False,0,0,True,99.99,92.24,0.00,53.00,93.85,50.00
2008368,2022-12-28,#2008368 3ex,Pizza_Kitties - Sales (#88179),500,0,43,female,Noctua,7,26.0,3.0,-4.5,1.0,-7.0,-7.5,0.0,2,0,0,0,1,15.0,12.5,13.0,9.0,folded,11.5,18.0,grey-green,deep,normal,short (Munchkin),shorthair,,black,,,,False,False,False,False,True,0,0,True,99.99,80.99,0.00,98.00,99.57,50.00
2016671,2022-12-28,﴾Chant﴿ Dunja of the Siren {Stray},Chant’s ℂ✩ Neverending Studio Projects (#19181),1,0,39,female,mixed breed,7,26.5,-1.0,-5.5,-1.5,-5.5,-3.0,-8.0,2,0,0,0,0,11.0,11.5,10.5,9.5,straight,16.0,10.0,aqua,deep,normal,normal,shorthair,,black,bicolor,spotted tabby,,False,False,False,False,False,0,0,True,99.99,99.99,53.00,69.00,78.96,54.00
2011555,2022-12-28,CutePie,SnowyRina167 (#269419),1,0,29,female,mixed breed,8,26.5,-4.5,0.5,-0.5,-5.5,-6.0,-5.5,2,2,0,0,0,7.5,17.5,11.5,9.5,straight,13.0,12.5,hazel,deep,normal,normal,longhair,,black,,,,False,False,False,False,False,0,0,True,14.99,4.99,0.00,61.00,99.90,61.00
2015585,2022-12-28,#Princess Life Lucy -stray,Mezzmeric's Feline Fiasco (#26989),1,0,35,female,mixed breed,8,26.5,-1.5,-2.5,1.5,1.0,-7.0,-8.0,3,2,0,0,0,10.5,14.5,13.5,15.0,curled,12.0,10.0,yellow-green,medium,normal,normal,shorthair,LaPerm,chocolate,,ticked tabby,,False,False,False,False,False,0,0,True,99.99,99.99,82.00,37.00,76.44,50.00
2004355,2022-12-28,#WhitePelt,PeskyBirdKuro (#268002),10,0,59,female,mixed breed,9,26.5,-3.0,-3.5,-2.5,-2.0,-3.5,-7.0,2,2,0,0,1,9.0,13.5,9.5,14.0,folded,15.5,11.0,green,deep,normal,short (Munchkin),longhair,,white,,,,False,False,False,False,False,0,0,True,4.99,9.99,0.00,48.00,99.99,99.99
2011897,2022-12-28,#2011897,CCeline's Mew (#171351),50,0,27,female,mixed breed,9,26.5,-1.0,-4.0,-3.0,-1.0,-7.0,-4.5,3,2,0,1,0,11.0,13.0,9.0,14.0,straight,12.0,13.5,hazel,pale,short (bobtail),normal,shorthair,rex III,platinum,bicolor,,,False,True,True,False,True,0,0,True,94.99,87.99,0.00,27.00,94.94,50.00
2005195,2022-12-28,#2005195 noctua keep,Pizza_Kitties - Sales (#88179),50,0,57,female,mixed breed,10,26.5,1.0,-5.0,-0.5,-5.5,-7.0,-1.5,2,2,0,1,1,13.0,12.0,11.5,10.5,folded,12.0,16.5,hazel,deep,short (bobtail),short (Munchkin),longhair,,black,bicolor,spotted tabby,,False,False,False,True,False,0,0,True,99.99,85.99,0.00,67.00,87.44,50.00
2016663,2022-12-28,﴾Chant﴿ Only South's Northspell {Stray},Chant’s ℂ✩ Neverending Studio Projects (#19181),1,0,46,female,mixed breed,7,27.0,-2.5,-3.5,2.0,-0.5,-9.0,-7.5,2,0,0,0,0,9.5,13.5,14.0,14.5,straight,10.0,10.5,aqua,deep,normal,normal,shorthair,,white,,,,False,False,False,False,False,0,0,True,99.99,99.99,83.00,16.00,66.96,49.00
2011558,2022-12-28,Sheep,SnowyRina167 (#269419),1,0,29,female,mixed breed,10,27.0,-4.5,0.5,-0.5,-5.5,-5.5,-4.5,2,2,0,1,1,7.5,17.5,11.5,9.5,straight,13.5,13.5,blue,deep,short (bobtail),short (Munchkin),longhair,,seal,,,point,False,False,False,False,False,0,0,True,14.99,14.99,0.00,57.00,99.90,60.00
2014680,2022-12-28,#2014680,Love Shines Sales and Other Projects (#178998),1,0,15,female,mixed breed,7,27.5,-3.5,-5.5,-1.0,-3.0,-6.5,-6.0,2,0,0,0,0,8.5,11.5,11.0,12.0,straight,12.5,12.0,grey-green,deep,normal,normal,shorthair,,black,,,,False,False,False,False,False,0,0,True,74.99,97.99,0.00,52.00,95.97,50.00
2016670,2022-12-28,﴾Chant﴿ Lily Sa {Stray},Chant’s ℂ✩ Neverending Studio Projects (#19181),1,0,47,female,mixed breed,7,27.5,3.5,-3.5,-2.0,-8.0,-4.5,-3.0,3,0,0,0,0,15.5,13.5,10.0,8.0,curled,14.5,15.0,hazel,medium,normal,normal,shorthair,,black,bicolor,,,False,False,False,True,False,0,0,True,99.99,99.99,59.00,90.00,50.96,55.00
2012532,2022-12-28,#2012532,Almalexia | Tigraunda Revival (#70878),100,0,23,female,mixed breed,7,27.5,-4.5,-2.5,0.5,-3.5,-6.0,-7.5,3,0,0,0,0,7.5,14.5,12.5,11.5,straight,13.0,10.5,green,medium,normal,normal,shorthair,,lilac,bicolor,classic tabby,,False,False,False,False,False,0,0,True,99.99,96.24,0.00,56.00,91.85,50.00
2011554,2022-12-28,Half Fluffy,SnowyRina167 (#269419),1,0,29,female,mixed breed,8,27.5,-5.0,-2.0,1.0,-3.0,-7.0,-4.5,3,2,0,0,0,7.0,15.0,13.0,12.0,straight,12.0,13.5,grey-green,medium,normal,normal,longhair,,natural,,,mink,False,False,False,False,False,0,0,True,14.99,6.99,0.00,48.00,99.81,61.00
2004637,2022-12-28,#Iora | !Pouf | Mixed Breed,Llama Godd (#267840),200,0,58,female,mixed breed,9,27.5,-1.0,-7.0,-2.0,-2.5,-6.0,-3.0,3,2,0,0,1,11.0,10.0,10.0,13.5,folded,13.0,15.0,bronze,pale,normal,short (Munchkin),longhair,LaPerm,blue,,mackerel tabby,,False,False,False,False,False,0,0,True,4.99,4.82,0.00,52.52,86.63,80.00
2016678,2022-12-28,﴾Chant﴿ Averia Lucy Touch {Stray},Chant’s ℂ✩ Neverending Studio Projects (#19181),1,0,31,female,mixed breed,7,28.0,-5.5,1.0,-5.0,2.0,-2.5,-9.0,3,0,0,0,0,6.5,18.0,7.0,16.0,curled,16.5,9.0,aqua,medium,normal,normal,shorthair,,black,bicolor,ticked tabby,,False,True,False,False,False,0,0,True,99.99,99.99,83.00,67.00,44.96,42.00
2006066,2022-12-28,#C4T Starswirl,Love Shines Sales and Other Projects (#178998),1,0,53,female,mixed breed,7,28.0,-4.0,1.0,0.0,-3.5,-8.5,-6.0,3,2,0,0,0,8.0,18.0,12.0,11.5,straight,10.5,12.0,blue,medium,normal,normal,longhair,,blue,mitted,classic tabby,mink,False,False,False,True,False,0,29,True,74.99,99.99,0.00,51.00,99.62,50.00
2006386,2022-12-28,Pine's Missus Forgettable,Chant’s ℂ✩ Neverending Studio Projects (#19181),50,0,50,female,mixed breed,9,28.0,0.5,-3.0,0.5,-5.5,-7.5,-6.0,2,2,0,1,0,12.5,14.0,12.5,10.5,folded,11.5,12.0,bronze,deep,short (bobtail),normal,shorthair,LaPerm,blue,bicolor,mackerel tabby,,False,False,False,True,False,0,0,True,99.99,99.99,0.00,63.00,47.58,50.00
2004584,2022-12-28,#2004584,Almalexia | Tigraunda Revival (#70878),100,0,58,female,mixed breed,9,28.0,-2.5,-3.0,1.0,-4.0,-5.5,-7.0,2,2,0,1,0,9.5,14.0,13.0,11.0,straight,13.5,11.0,bronze,deep,short (bobtail),normal,longhair,,blue,bicolor,,,False,True,False,False,False,0,0,True,99.99,87.24,0.00,57.00,95.68,50.00
2014954,2022-12-28,#Summerheart the Chosen -stray,Mezzmeric's Feline Fiasco (#26989),1,0,25,female,mixed breed,7,28.5,-3.0,-6.5,-3.0,-5.5,-1.5,-6.0,3,0,0,0,0,9.0,10.5,9.0,10.5,folded,17.5,12.0,grey-green,pale,normal,normal,shorthair,,chocolate,bicolor,mackerel tabby,,False,False,False,True,False,0,0,True,99.99,99.99,83.90,43.00,80.20,50.00
2003451,2022-12-28,Grand Champion *K* Henrietta of Titus Winifred,Kittystix2 (#268834),0,0,64,female,Himalayan Bear Cat,8,28.5,-1.5,1.5,-2.0,-5.5,-6.5,-7.5,2,2,0,0,0,10.5,18.5,10.0,9.5,straight,12.5,10.5,blue,deep,normal,normal,longhair,,chocolate,,mackerel tabby,point,False,False,False,False,False,680,14,True,94.99,99.99,99.99,0.00,99.99,50.00
2011553,2022-12-28,Fluffy,SnowyRina167 (#269419),1,0,29,female,mixed breed,8,28.5,-5.0,-2.0,1.0,-3.5,-7.5,-4.5,3,2,0,0,0,7.0,15.0,13.0,11.5,straight,11.5,13.5,grey-green,medium,normal,normal,longhair,,blue,,,mink,False,False,False,False,False,0,0,True,14.99,13.99,0.00,47.00,99.91,60.00
2013411,2022-12-28,#Ginger Doodle,ExistingCuzWhyNot (#267759),100,0,21,female,mixed breed,9,28.5,-3.5,0.5,-3.5,-3.0,-6.5,-6.5,2,2,0,0,1,8.5,17.5,8.5,12.0,straight,12.5,11.5,bronze,deep,normal,short (Munchkin),longhair,,chocolate,bicolor,spotted tabby,,False,False,False,False,False,0,0,True,4.99,5.03,30.00,11.04,99.99,63.00
2008366,2022-12-28,#2008366 4ex,Pizza_Kitties - Sales (#88179),500,0,43,female,Noctua,8,29.0,3.0,-4.5,1.0,-7.5,-8.0,0.0,2,2,0,0,1,15.0,12.5,13.0,8.5,curled,11.0,18.0,grey-green,deep,normal,short (Munchkin),shorthair,wirehair,black,bicolor,,,False,False,False,False,True,0,0,True,99.99,80.99,0.00,99.00,99.57,50.00
2008538,2022-12-28,GN's Zoo Weasle Waffle [5],Kittystix2 (#268834),0,0,43,female,Chumbles,7,29.5,-1.5,-0.5,-4.5,-6.5,-6.5,-8.0,2,0,0,0,0,10.5,16.5,7.5,8.5,straight,12.5,10.0,hazel,deep,normal,normal,shorthair,,cinnamon,,classic tabby,,False,True,True,False,False,0,13,True,99.99,95.99,98.99,10.80,99.99,50.00
2016680,2022-12-28,#2016680 New Stray,Lesse - Shorthair Variety (#160671),20,0,30,female,mixed breed,7,29.5,1.5,-7.0,4.0,-2.0,-5.0,-7.0,3,0,0,0,0,13.5,10.0,16.0,13.0,straight,14.0,11.0,hazel,medium,normal,normal,shorthair,,blue,,ticked tabby,,False,False,False,False,False,0,0,True,89.99,65.00,60.00,47.00,67.99,55.00
2014124,2022-12-28,#2014124,Marblecat1000 (#208881),30,0,16,female,mixed breed,8,29.5,-4.0,-2.5,-0.5,-4.5,-8.0,-6.0,2,2,0,0,0,8.0,14.5,11.5,10.5,straight,11.0,12.0,grey-green,deep,normal,normal,longhair,,black,bicolor,classic tabby,,False,False,False,False,False,0,0,True,94.99,99.99,0.00,46.00,99.00,50.00
2008367,2022-12-28,#2008367 noctua 3ex,Pizza_Kitties - Sales (#88179),50,0,43,female,mixed breed,8,29.5,3.0,-5.5,1.0,-7.0,-8.0,0.0,2,2,0,0,1,15.0,11.5,13.0,9.0,folded,11.0,18.0,grey-green,deep,normal,short (Munchkin),longhair,wirehair,black,,,,False,False,False,False,True,0,0,True,99.99,91.99,0.00,98.00,99.57,50.00
2007192,2022-12-28,#Munchkin,Little Bunny 3 (#268197),100,0,49,female,mixed breed,8,29.5,-3.5,-2.0,0.0,-5.0,-8.5,-5.5,2,2,0,0,1,8.5,15.0,12.0,11.0,folded,10.5,12.5,hazel,deep,normal,short (Munchkin),longhair,rex III,chocolate,,mackerel tabby,,False,False,False,False,False,0,0,True,4.99,4.99,27.49,44.40,99.39,70.00
2017196,2022-12-28,#Fate's Blaze -stray,Mezzmeric's Feline Fiasco (#26989),1,0,54,female,mixed breed,6,30.0,-3.0,-7.5,0.0,-3.5,-7.5,-6.5,2,0,0,0,0,9.0,9.5,12.0,11.5,straight,11.5,11.5,bronze,deep,normal,normal,shorthair,,black,bicolor,mackerel tabby,,False,True,False,False,False,0,0,True,99.99,99.99,59.00,26.00,72.98,53.00
